PART NO,DESCRIPTION,MRP-Effective April 2022
99SG3643,JOINTS&GASKETS FOR MAJOR KIT-(INCLUDES-1 TO 25) TO TSJ327E ENGINE TO LIST NO.7123,2555
99SG3645,CAMSHAFT_ASSEMBLY,2983
99SG3646,JOINTS&GASKETS FOR MAJOR KIT FOR T III A SJ327 ENGINE - (INCLUDES-1 TO 23) TO LIST NO.1946.,2116
99SG3669,ROCKER_SHAFT_ASSEMBLY,4434
99SG3671,"JOINTS&GASKETS FOR TOP KIT(INCLUDES-1 TO4,8,17,19,20&21) TO T III A SJ327.1 ENGINE TO LIST NO.4126",1320
99SG3672,JOINTS&GASKETS FOR MAJOR KIT(INCLUDES-1 TO 21) TO T III A SJ327.1 ENGINE TO LIST NO.4126,2351
99SG3674,JOINTS&GASKETS FOR MAJOR KIT(INCLUDES-1 TO 25 ) TO T III A SJ327 ENGINE TO LIST NO.4120,2054
99SG3680,PUMP_OIL_LUBRICATING_ASSEMBLY,9664
99SG3710,PIPE ASSY.- OIL FEED-BLOCK TO FIP,252
99SG3720,FLYWHEEL ASSEMBLY,12140
99SG3739,BLOCK_CYLINDER_ASSEMBLY,100520
99SG3756,BLOCK_CYLINDER_ASSEMBLY,64479
99SG3796,WATER_PUMP_ASSEMBLY_A17_TYPE,6459
99SG3798,JOINTS&GASKET FOR MAJOR KIT(INCLUDES-1 TO 25) TO EU STAGE III A TSJ327 ENGINE TO LIST NO.7213.,2565
99SG3799,WATER_PUMP_ASSEMBLY_MULTI_GROOVE,6611
99SG3803,HIGH PRESSURE PIPE ASSY KIT (INCLUDES 99SG3552+99SG3553+99SG3554) FOR EU STAGE III A SJ327 ENGINE TO LIST NO.7212(ARGO),683
99SG3806,"JOINTS&GASKETS FOR TOP KIT(INCLUDES-1 TO4,8&17) TO T III A SJ327 ENGINE TO LIST NO.1806. FOR NEW HALLOND.",1392
99SG3808,HIGH_PRESSURE_PIPE_NO_1_PUMP_TO_RAIL_INDIAN_RAIL,595
99SG3809,high_pressure_pipe_no_2_pump_to_rail_indian_rail,595
99SG3810,PUMP_WATER_ASSEMBLY,3761
99SG3817,HOSE_ASSEMBLY_FUEL_FILTER,626
99SG3818,BLOCK_CYLINDER_ASSEMBLY,64879
99SG3823,HP_PIPES_NO.1_RAIL_TO_INJECTOR,707
99SG3824,HIGH_PRESSURE_PIPE_NO2_RAIL_TO_INJECTOR,589
99SG3825,HIGH_PRESSURE_PIPE_NO.3_RAIL_TO_INJECTOR,633
99SG3826,WATER_PUMP_ASSEMBLY,3762
99SG3840,CAMSHAFT_ASSEMBLY,2814
99SG3851,CONNECTING_ROD_ASSEMBLY,2415
99SG3926,PUMP_WATER_ASSEMBLY,4772
99SG3964,BLOCK_CYLINDER_ASSEMBLY,64864
99SG3965,JOINTS&GASKETS FOR MAJOR KIT-(INCLUDES-1 TO 22) TO SJ327 ENGINE TO LIST NO.7073,2392
99SG3968,HIGH_PRESSURE_PIPE_FIP_TO_RAIL-1,3600
99SG3969,HIGH_PRESSURE_PIPE_FIP_TO_RAIL-2,3600
99SG3970,HIGH_PRESSURE_PIPE_RAIL_TO_INJECTOR-1,3400
99SG3971,HIGH_PRESSURE_PIPE_RAIL_TO_INJECTOR-2,3400
99SG3972,HIGH_PRESSURE_PIPE_RAIL_TO_INJECTOR-3,3400
99SG3982,PIPIE_CYL_BLOCK_TO_OIL_COOLER,596
99SG3983,PIPE_OIL_COOLER_TO_WATER_PUMP,467
99SG4043,ROCKER_SHAFT_ASSEMBLY,5446
99SG4061,CYLINDER BLOCK ASSEMBLY(SJ436),77621
99SG4072,COVER_VALVE_ASSEMBLY,1526
99SG4079,CYLINDER HEAD ASSY.,39919
99SG4100,PUMP_OIL_LUBRICATING_ASSEMBLY,4832
99SG4125,PIPE_LEAK_OFF_ASSEMBLY,273
99SG4126,WATER PUMP ASSY.,3965
99SG4138,HIGH PRESSURE PIPE 1 - FOR SJ 436 VE PUMP,292
99SG4139,HIGH PRESSURE PIPE 2 - FOR SJ 436 VE PUMP,292
99SG4140,HIGH PRESSURE PIPE 3 - FOR SJ 436 VE PUMP,292
99SG4141,HIGH PRESSURE PIPE 4 - FOR SJ 436 VE PUMP,292
99SG4148,PUMP_WATER_ASSEMBLY,3571
99SG4152,PIPE FUEL INJECTION NO.1 CYLINDER  ASSEMBLY(SJ436),405
99SG4153,PIPE FUEL INJECTION NO.2 CYLINDER  ASSEMBLY(SJ436),405
99SG4154,PIPE FUEL INJECTION NO.3 CYLINDER  ASSEMBLY(SJ436),401
99SG4155,PIPE FUEL INJECTION NO.4 CYLINDER  ASSEMBLY(SJ436),401
99SG4156,ASSY.-LUB. OIL SUCTION PIPE FOR SJ 436 WITH FRONT MOUNTED BALANCER,453
99SG4157,FRONT MOUNTED BALANCER ASSY.,34528
99SG4167,ASSY. - MID MOUNTED BALANCER,59657
99SG4170,PUMP_WATER_ASSEMBLY,3910
99SG4173,BLOCK_CYLINDER_ASSEMBLY,72925
99SG4174,HIGH PR PIPE CYL 1,408
99SG4175,HIGH PR PIPE CYL 2,408
99SG4176,HIGH PR PIPE CYL 3,408
99SG4177,HIGH PR PIPE CYL 4,403
99SG4178,PIPE_TURBO_CHARGER_OIL_FEED,729
99SG4179,PIPE ASSY TC OIL DRAIN,814
99SG4181,CYLINDER HEAD ASSY.,40008
99SG4183,PIPE_OIL_SEPARATOR,184
99SG4186,PIPE_LUB_OIL_SUCTION,432
99SG4190,KIT- HIGH PRESSURE PIPE ASSY (99SG3009/10/11),699
99SG4194,PIPE,146
99SG4195,PIPE,273
99SG4198,COVER_TIMING_CASE_ASSEMBLY,3437
99SG4199,WATER PUMP ASSEMBLY (WITH UNITISED SEAL) - SPEED RATIO 1.7,3894
99SG4200,HIGH PRESSURE PIPE KIT ASSY FOR SJ436 ENGINE FOR LIST NO.7036 (INCLUDES 99SG4138+99SG4139+99SG4140+99SG4141),1297
99SG4201,JOINTS & GASKETS - TOP OVERHAUL KIT FOR SJ436 ENGINE FOR LIST NO. 7036,1757
99SG4202,JOINTS & GASKETS - BOTTOM OVERHAUL KIT FOR SJ436 ENGINE FOR LIST NO. 7036,1117
99SG4203,JOINTS & GASKETS - MAJOR KIT FOR SJ436 ENGINE FOR LIST NO. 7036,2703
99SG4210,ASSY CYLINDER BLOCK-M/M/BALANCER (SJ436TC-28SG4035),72345
99SG4214,JOINTS & GASKETS TOP OVERHAUL KIT TO LIST NO.7055,1670
99SG4215,JOINTS & GASKETS BOTTOM OVERHAUL KIT TO LIST NO.7055,798
99SG4216,JOINTS & GASKETS OVERHAUL KIT TO LIST NO.7055,2569
99SG4218,HIGH PRESSURE PIPE ASSEMBLY KIT TO LIST NO.7046 FOR TSJ436E,1012
99SG4219,JOINTS & GASKETS TOP OVERHAUL KIT TO LIST NO.7046 FOR TSJ436,2207
99SG4220,JOINTS & GASKETS BOTTOM OVERHAUL KIT TO LIST NO.7046 FOR TSJ436,882
99SG4221,JOINTS & GASKETS OVERHAUL KIT TO LIST NO.7046 FOR TSJ436,3502
99SG4222,JOINTS & GASKETS TOP OVERHAUL KIT TO LIST NO.7057,1893
99SG4223,JOINTS & GASKETS BOTTOM OVERHAUL KIT TO LIST NO.7057,727
99SG4224,JOINTS & GASKETS OVERHAUL KIT TO LIST NO.7057,2724
99SG4225,PISTON ASSEMBLY,2285
99SG4226,PISTON RINGS ASSEMBLY,698
99SG4231,JOINTS & GASKETS - SUMP KIT FOR SJ436E TO LIST NO.7036,589
99SG4234,FLYWHEEL_ASSEMBLY,22256
99SG4235,HEAD_CYLINDER_ASSEMBLY,40008
99SG4257,JOINT & GASKET MAJOR KIT,2629
99SG4258,JOINT & GASKET BOTTOM OVERHAUL KIT,873
99SG4274,CYLINDER HEAD ASSEMBLY - MAJOR,44041
99SG4298,BLOCK_CYLINDER_ASSEMBLY,78704
99SG4299,H.P.PIPE 1 ASSY (SJ436 ENGINE WITH S3 FRONT END),248
99SG4300,H.P.PIPE 2 ASSY (SJ436 ENGINE WITH S3 FRONT END),248
99SG4301,H.P.PIPE 3 ASSY (SJ436 ENGINE WITH S3 FRONT END),248
99SG4302,H.P.PIPE 4 ASSY (SJ436 ENGINE WITH S3 FRONT END),248
99SG4309,"CYLINDER HEAD MAJOR KIT- FOR TSJ436 TO LIST NO.7068 (CONSISTS OF CYLINDER HEAD,PLATE,VALVE INLET&EXHAUST,GUIDE VALVE,SEAL,SPRING INLET&EXHAUST,CAP VALVE,CUTTER VALVE SPRING)",41774
99SG4318,PIPE_FUEL_TANK_TO_FEED_PUMP,177
99SG4319,PIPE_FEED_PUMP_TO_FUEL_INJECTION_PUMP,191
99SG4320,PIPE_TURBO_CHARGER_OIL_FEED,454
99SG4322,"PISTON ASSY WITH LESS RINGS FOR TSJ436 ENGINE (CONSISTS OF PISTON,GUDGEON PIN&CIRCLIP)",2546
99SG4323,HIGH PRESSURE PIPELINE CLY.1,260
99SG4324,HIGH PRESSURE PIPELINE CYL.2,260
99SG4325,HIGH PRESSURE PIPELINE CYL.3,279
99SG4326,HIGH PRESSURE PIPELINE CYL.4,260
99SG4338,PIPE_FUEL_INJECTOR_1,284
99SG4339,PIPE_FUEL_INJECTOR_2,242
99SG4340,PIPE_FUEL_INJECTOR_3,242
99SG4341,PIPE_FUEL_INJECTOR_4,242
99SG4353,DAMPER ASSY-FRONT TIMING CASE COVER(99SG4352-TCC),3695
99SG4354,PIPE_TURBO_CHARGER_OIL_DRAIN,668
99SG4356,WATER PUMP ASSY.,4234
99SG4365,PIPE_TURBO_CHARGER_OIL_DRAIN,884
99SG4366,PIPE_TURBO_CHARGER_OIL_FEED,658
99SG4368,CAMSHAFT_ASSEMBLY,3792
99SG4376,PIPE_TURBO_CHARGER_OIL_DRAIN,755
99SG4386,COVER_VALVE_ASSEMBLY,1570
99SG4393,CYLINDER BLOCK ASSY (FEED PUMP PROVISION FOR CUMMINS),70801
99SG4396,FLYWHEEL_ASSEMBLY,15664
99SG4397,FLYWHEEL & RING ASSY(40SG4022),15664
99SG4404,"JOINTS & GASKETS FOR SUMP KIT (INCLUDES - 7,16&17) TO TSJ436 ENGINE",216
99SG4405,JOINTS & GASKETS FOR MAJOR KIT (INCLUDES - 1 TO 25) TO TSJ436 ENGINE,3435
99SG4406,WATER PUMP ASSY,3866
99SG4422,PIPE_LEAK_OFF_ASSEMBLY,291
99SG4424,PIPE_FUEL_INJECTOR_1,191
99SG4426,PIPE ASSY- 2 (MAIN LEAK OFF FIP TO OVER FLOW),191
99SG4429,PIPE ASSY -  MAIN LEAK OFF,299
99SG4433,CLIP,102
99SG4440,FLYWHEEL ASSY,14710
99SG4449,CYLINDER BLOCK ASSY,70801
99SG4451,HIGH PR.PIPE ASSY KIT FOR CPCB-II SJ436TAA(G) ENGINE,917
99SG4452,PIPE FUEL INJECTION ASSY KIT FOR SJ436TAA(G) (INCLUDES - 99SG4299+99SG4300+99SG4301+99SG4302) TO LIST NO:1381,1106
99SG4453,"JOINTS & GASKET SUMP KIT FOR SJ436TAA(G) ENGINE (INCLUDES - 7,14,15&18) TO LIST NO:1381",242
99SG4454,"JOINTS & GASKET MINOR KIT FOR SJ436TAA(G) ENGINE (INCLUDES - 1 TO 5,8,10,11,12,17,20 TO 25) TO LIST NO:1381",2213
99SG4455,JOINTS & GASKET MAJOR KIT FOR SJ436TAA(G) ENGINE (INCLUDES - 1 TO 25) TO LIST NO:1381,2861
99SG4456,JOINTS & GASKET MAJOR KIT FOR SJ436TAA(G) (INCLUDES - 1 TO 25) TO LIST NO:1389,3187
99SG4457,FLYWHEEL_ASSEMBLY,15067
99SG4460,TUBE_DIPSTICK,411
99SG4461,LUB_OIL_FILLER_ASSEMBLY,446
99SG4463,LUB_OIL_FILLER_ASSEMBLY,611
99SG4503,PIPE_LUB_OIL_SEPERATOR,130
99SG4504,PIPE_LUB_OIL_SUCTION,345
99SG4514,PIPE,450
99SG4542,WATER PUMP ASSEMBLY(WITH UNITISED SEAL),3610
99SG4551,FLYWHEEL & RING ASSY,36211
99SG4571,PIPE_FUEL_INJECTOR_KIT,2135
99SG4606,"JOINTS&GASKET TOP KIT FOR TSJ436E ENGINE(INCLUDES-1 TO 5,11,13,20&23)",2200
99SG4607,"JOINTS&GASKET SUMP KIT FOR TSJ436E ENGINE(INCLUDES-7,15&16)",216
99SG4608,JOINTS&GASKET MAJOR KIT FOR TSJ436E ENGINE(INCLUDES-1 TO 23),3623
99SG4609,"JOINTS&GASKET TOP KIT FOR T III SJ436 ENGINE (INCLUDES-1 TO 5,12&13) TO LIST NO.7175",1786
99SG4610,JOINTS&GASKET MAJOR KIT FOR T III SJ436 ENGINE (INCLUDES-1 TO 21) TO LIST NO.7175,2944
99SG4613,"JOINTS&GASKET SUMP KIT FOR TSJ436 ENGINE-(INCLUDES-07,16&17) TO LIST NO.1928",909
99SG4621,PUMP_WATER_ASSEMBLY,3946
99SG4622,PUMP_WATER_ASSEMBLY,3856
99SG4623,PUMP_WATER_ASSEMBLY,3890
99SG4624,WATER PUMP ASSEMBLY WITH COSMETIC PORT,4166
99SG4625,WATER PUMP ASSEMBLY WITH COSMETIC PORT,3820
99SG4626,HIGH PRESSURE PIPE ASSY KIT - LIST NO 7114-TSJ436 E,1475
99SG4637,"CYLINDER HEAD MAJOR KIT- FOR TSJ436E TO LIST NO.7103 (CONSISTS OF CYLINDER HEAD,PLATE,VALVE INLET&EXHAUST,GUIDE VALVE,SEAL,SPRING INLET&EXHAUST,CAP VALVE,CUTTER VALVE SPRING)",36934
99SG4647,HIGH PRESSURE PIPES KIT ASSEMBLY,1149
99SG4649,JOINTS&GASKET MAJOR KIT FOR TSJ436 ENGINE - (INCLUDES-1 TO 24) TO LIST NO.7201,3493
99SG4659,WATER PUMP ASSEMBLY FOR VISCOUS FAN APPLICATION (WITH PULLEY 67SG4056),3578
99SG4660,BLOCK_CYLINDER_ASSEMBLY,78656
99SG4664,TUBE_DIPSTICK,336
99SG4666,CYLINDER BLOCK ASSEMBLY FOR SJ436 (BLOCK NO:-28SG4055),73196
99SG4670,ROCKER_SHAFT_ASSEMBLY,5532
99SG4751,CYLINDER HEAD MAJOR KIT ASSEMBLY FOR TSJ327,34923
99SG4752,PIPE_ASSEMBLY_TURBOCHARGER_OIL_FEED,618
99SG4753,PIPE_ASSEMBLY_TURBOCHARGER_OIL_DRAIN,641
99SG4777,JOINTS&GASKETS FOR MAJOR KIT(INCLUDES-1 TO 21 ) TO SJ436 ENGINE TO LIST NO.7057.,3184
99SG4778,"JOINTS&GASKETS FOR TOP KIT(INCLUDES-1 TO 5,8,13&20 ) TO SJ436 ENGINE TO LIST NO.7057.",1618
99SG4811,PUMP_WATER_ASSEMBLY,3974
99SG4815,PIPE ASSY-COMPRESSOR OIL FEED,294
99SG4819,HIGH_PRESSURE_PIPE_ASSEMBLY_RAIL_TO_INJECTOR_1,650
99SG4820,HIGH_PRESSURE_PIPE_ASSEMBLY_RAIL_TO_INJECTOR_2,650
99SG4821,HIGH_PRESSURE_PIPE_ASSEMBLY_RAIL_TO_INJECTOR_3,650
99SG4822,HIGH_PRESSURE_PIPE_ASSEMBLY_RAIL_TO_INJECTOR_4,650
99SG4842,HIGH_PRESSURE_PIPE_ASSEMBLY_PUMP_TO_RAIL_1,610
99SG4843,HIGH_PRESSURE_PIPE_ASSEMBLY_PUMP_TO_RAIL_2,610
99SG4849,CYLINDER_HEAD_COVER_ASSEMBLY,1655
99SG4850,FLYWHEEL_ASSEMBLY,12331
99SG4922,"CYLINDER HEAD - MAJOR KIT (CONSITS OF CYLINDER HEAD, PLUG,VALVE INLET&EXHAUST,GUIDE EXHAUST & INLET,SEAL,SPRING INLET & EXHAUST,CAPVALVE& COTTER VALVE) FOR CPCB II TSJ436 CUMMINS ENGINE TO LIST NO:1389",42907
99SG4957,WATERPUMP ASSY(with unitised seal),4343
99SG4962,FLYWHEEL_ASSEMBLY,18821
99SG9016,PISTON ASSY SJ325,2441
AB009854,SIMPSON ADBLUE (1 X 20),3245
ADOR KIT SJ,MAINTENANCE KIT ADOR WELDING SJ327,6268
BNSTDS31,MAIN&CON BRG SET STD-S3,1835
BRK00STD,BEARING KIT STANDARD,2501
BRK010OS,BEARING KIT - 010,2622
BRK020OS,BEARING KIT - .020,2622
BRK0300S,BEARING KIT 030 S4,2622
C0105031845,"SCREW,HEX FLANGE HEAD CAP",124
C1000213,SENSOR_RPM,1144
C1000217,PUMP_FUEL_INJECTION,7600
C1000222,INJECTOR,6292
C1000224,FILTER_LUBRICATING_OIL,176
C1000238,ASSEMBLY_THROTTLE_BODY,5304
C1000243,RPM_SENSOR,1121
C2000001,"F.I.P(MICO PROTO PT NO.,E 041 1591 00&MICO REGULAR PT NO.,F 002 F50 015,SK.NO:SK003819)",7081
C2000004,MOTOR_STARTING,11008
C2000009,FEED_PUMP,3785
C2000010,INJECTOR,7002
C2000011,COTTER_VALVE_SPRING,23
C2000016,CLAMP-BREATHER HOSE,10
C2000024,HEAD_LUB_OIL_FILTER,943
C2000025,BREATHER CAP,92
C2000058,GASKET SET MAJOR,1536
C2000059,TOP OVERHAUL KIT,835
C2000066,FILTER_FUEL,4636
C2000067,KIT-CAMBOX JOINT,117
C2000068,KIT-HIGH PRESSURE PIPE,392
C2000069,KIT-THRUST WASHER,359
C2000070,KIT-MAIN BEARING,655
C2000071,WATER PUMP ASSY KIT,2318
C2000072,VALVE KIT,2403
C2000073,BEARING KIT,2651
C2000074,CRANKSHAFT KIT,12764
C2000075,SEAL / 'O' RING KIT,791
C2000076,BALANCER BEARING KIT,820
C2000095,GOVERNOR,26688
C2000109,OIL FILLER CAP CAMBOX,29
C2000134,TURBO_CHARGER,21758
C2000136,PUMP_FUEL_INJECTION,47848
C2000145,HEAD_LUB_OIL_FILTER,943
C2000150,COOLER_LUB_OIL,3618
C2000152,INJECTOR,7835
C2000154,ALTERNATOR,9460
C2000159,HIGH PRESSURE ASSY KIT,397
C2000160,PUMP_FUEL_INJECTION,55575
C2000162,FILTER_LUBRICATING_OIL,462
C2000163,GASKET SET MAJOR FOR C2,1516
C2000180,FIP- inline for 23hp@1500rpm/CPCB II (Bosch Prt.No: F 002 A3Z F04 ),90809
C2000189,"ENGINE ASSEMBLY FOR SERVICE-SC213 ENGINE TO LIST NO.1361(WITHOUT FIP,HP PIPE,INJECTORS&LEAKOFF PIPE)",114596
C2000200,FUEL INJECTION PUMP,107462
C2000206,LUBE OIL FILTER,942
C2000207,FUEL FILTER,3322
C2000210,Assy feed pump(Bosch Prt.No. 9 440 030 029 FP/KS 22AD 62),3835
C200071B,IMPELLER (WP-SC213),188
C200071C,SEAL (WP-SC213),360
C200071D,BEARING (WP-SC213),457
C2009953,E. O.H.KIT SC213-Tractor,10584
C6140211341,"SEAL,OIL",1062
C6204213510,"SEAL,OIL",531
C6204214230,"HOUSING,FLYWHEEL",24200
C6205214131,"HOUSING,FLYWHEEL",56908
CA1000NA,ENGINE OVERHAUL KIT for CATERPILLAR,32589
CDE09877,E.O.KIT S433- with coupon( equal to DE005583),18144
CDE09878,E.O. KIT-S433 TR III with coupon(equal to DE009583),16608
CDE09879,E.O.KIT-S324 with coupon(equal to TDE005581),13605
CDE09880,E.O.KIT-P3 MF-1035 with coupon(equal to TDE005775),9966
CDE09881,E.O.KIT-S324 ALFIN (with single metal valve& coupon(equal to TDE009581),13151
CDE09882,E.O.KIT -S325 ALFIN  (with single metal valve& coupon(equal to TDE009582),13408
CDE09883,E.O.KIT- S324 (Shim with 4 groove & coupon(equal to TDE009590),10241
CDE09884,E.O.KIT- SJ327 with coupon(equal to TDE009593),17881
CDE09885,E.O.KIT- S324 SHIM PISTON with coupon(equal to TDE05581A),11099
CDE09886,E.O.KIT- S325 SHIM PISTON with coupon(equal to TDE05582A),11489
CDE09887,E.O.KIT- S324 SHIM ((with single metal valve& coupon)-equal to TDE09581A),10645
CDE09888,E.O.KIT- S325 SHIM ((with single metal valve& coupon)-equal to TDE09582A),11035
CDE09889,E.O.KIT- S324  ALFIN -Trem III with coupon(equal to TDE5581T3),13257
CDE09890,E.O.KIT- S325 - Trem III with coupon(equal to TDE5582T3),12710
CDE09891,E.O.KIT-S324 with coupon(equal to NMA24KIT),17589
CDE09892,E.O.KIT-S324 with coupon(equal to NMA24TR3),16992
CDE09893,E.O.KIT-S325 with coupon(equal to NMA25KIT),17896
CDE09894,E.O.KIT-S325 TR III with coupon(equal to NMA25TR3),16743
CDE09933,E.O.KIT S433- (with single metal valve& coupon),17897
CDE09934,E.O. KIT-S433 TR III  (with single metal valve& coupon),16956
CDE09935,E.O.KIT-S324  (with single metal valve& coupon),15907
CDE09936,E.O.KIT-S324  TR III (with single metal valve& coupon),15558
CDE09937,E.O.KIT-S325 (with single metal valve& coupon),16243
CDE09938,E.O.KIT-S325 TR III (with single metal valve& coupon),15011
CDE09949,E.O.KIT SJ325- with coupon( 9016 PIS & 3017 RINGS),19945
CHCS4001,Cylinder Head( 4 hole) Cover Conversion Kit - S4,1353
CHS3V001,ENGINE VALVE KIT S3,1808
CHS4V002,CY.HEAD KIT S433 ENGINE (SINGLE METAL VALVE),2251
CHSJV004,CYL.HEAD KIT SJ3 ENGINES,4462
CNDE9895,E.O.KIT- MF241 TR II with coupon(equal to TDE009602),15552
CNDE9896,E.O.KIT- MF241 TR III with coupon(equal to TDE009603),14400
CNDE9897,E.O.KIT-S324 with coupon(equal to TDE05581N),15630
CNDE9898,E.O.KIT- P3 SHIM  MF-1035 with coupon(equal to TDE05775N),11362
CNDE9899,E.O.KIT- S324  ALFIN (with single metal valve& coupon(equal to TDE09581N),15176
CNDE9900,E.O.KIT-S324   SHIM With 4 groove & coupon(equal to TDE09590N),12266
CNDE9901,E.O.KIT-S324   SHIM - NEW with coupon(equal to TDE5581AN),13124
CNDE9902,E.O.KIT-S324    with coupon(equal to TDE5581T3N),15283
CNDE9903,E.O.KIT-S325 SHIM with coupon(equal to TDE5582AN),13514
CNDE9904,E.O.KIT-S324 SHIM with single metal valve & coupon(equal to TDE9581AN),12670
CNDE9905,E.O.KIT-S325 SHIM with single metal valve&coupon(equal to TDE9582AN),13060
CNDE9939,E.O.KIT-S325 (SHIM with single metal valve& coupon),12261
CNDE9940,E.O.KIT-S324(SHIM With 4 groove & single metal valve),12588
CNG09835,SIMPSON CNG OIL API SF/CF SAE 20W-50 (6 X 3),1125
CNG09836,SIMPSON CNG OIL API SF/CF SAE 20W-50 (20 X 1),385
CO205014,COOLANT - 205 Litre,22653
CRFSKITS3,CRANKSHAFT FASTNERS KIT S3,2408
DB009700,Tafe MF  1035 Drum brake linings,344
DB009701,Tafe MF 1035 DI Mahashakti 8.75'Dia,674
DB009702,"Tafe MF - 241 Disc Brakes 9"" Dia",717
DB009703,"Ford Disc Brakes - 9""",718
DB009704,Mahindra Disc Brakes,402
DB009705,"Mahindra Arjun- Disc Brakes-7""inch",509
DB009706,Sonalika Disc Brakes - 18 Holes,481
DB009707,Sonalika Disc Brakes 7.5 - 20 Holes,493
DB009708,Escorts Drum Brake 7.5 mm Thick,300
DB009710,Sartaj Disc Brakes(Sartaj 855),481
DB009711,Swaraj Disc Brakes,435
DB009737,Eicher - Drum Brakes,257
DB009738,Ford Drum Brakes,315
DB009739,Tafe MF1035 Drum brake linings-1/32 OS,374
DB009740,TAFE MF1035 DI Disc Brakes 1/32  OS,791
DB009741,"Tafe MF241 Disc Brake 9""Dia1/32 OS",732
DB009771,ASSY SILENCER-UPGRADE (241 DI UG),3325
DB009772,MF 1035 DI- SILENCER REGULAR,2458
DB009859,Mahindra wet oil brake set (4) B275/B434/B444/B475,4673
DB009860,Swaraj wet oil brake set(4) 735/724,4673
DB009861,Swaraj wet oil brake set(4) 855/Sartaj,4673
DB009862,Escort wet oil brake set(4) E-355,5322
DB009863,Sonalika wet oil brake set(4) DI,4673
DB009864,Sonalika wet oil brake set(4) DI,4673
DB009865,Tafe/Escorts/Ford wet oil brake set(4) 1035DI/MF-Eagle 241/Ford-3600/FT 45&60/Hero/Champion,6490
DB009866,Tafe/Ford wet oil brake set(4) MF-1035/Ford Duro,6490
DB009867,New Holland wet oil brake set(4),7269
DB009906,Rotavator Blades(GOM-46mm-sets of 18(9L&9R)),5083
DB009907,Rotavator Blades(SHAKTHI-Regular-57mm-sets of 18(9L&9R)),5083
DB009948,Rotavator Blades(Howar-11.5mm Dia Hole-sets of 18(9L&9R)),5083
DE000914,HOSE RADIATOR INLET CONNECTION,123
DE000915,HOSERADIATOR OUTLET,60
DE000916,HOSE,54
DE000919,DIST PIECE,43
DE000922,HOUSING PILOT BEARING,488
DE000965,HOSE AIRCLEANER TO VENTURI,117
DE000971,PIPE RADIATER OUTLET  TO W/P INLET,518
DE005021,FILTER FUEL OIL(MICO NO.0 450 226 028),3064
DE005039,PRE_FILTER_FUEL,757
DE005066,CABLE STOP CONTROL (SEE 00031208),226
DE005104,FILTER,1786
DE005119,ELEMENT L.O.FILTER,79
DE005132,INJECTOR ASSY-MICO NO.9 430 032 198,3117
DE005141,RELIEF VALVE ASSY,165
DE005142,FEED PUMP(MICO NO.9 440 030 030),2893
DE005143,RELIEF VALVE(MICO NO.9 451 037 430),220
DE005150,LUB.OIL FILTER(PT.NO.DE005118/00030343),1286
DE005160,MOTOR_STARTING,19237
DE005188,STARTER,36325
DE005192,PUMP FUEL INJ.ASSY.(MICO NO.9400030427),44206
DE005225,FILTER ELEMENT S3,88
DE005226,'O' RING LUB OIL FILTER,13
DE005238,MAJOR GASKET KIT S3,1042
DE005239,MINOR GASKET KIT S3,777
DE005259,NOZZLE & HOLDER ASSY.(MICO NO.9430032243),4607
DE005268,CABLE STOP CONTROL,251
DE005272,S4 HALF ENGINE,133420
DE005275,MAIN BRG. STD. S4,1257
DE005287,THERMOSTAT,474
DE005288,FILTER AIR(H.D.DRY TYPE) (ALT. P.NO:DE005994),6779
DE005290,PIPE SET AD3.152 FI,740
DE005291,PIPE SET S4,1172
DE005292,PREFILTER AIR,1335
DE005300,FEED PUMP (MICO NO.9440030033079),4373
DE005301,HALF ENGINE S325,82893
DE005326,INJECTOR_ASSEMBLY,4541
DE005333,F.I.P. - S4 GENSET (MICO NO. 9 400 030 586),62582
DE005340,INNER & OUTER ELEMENT,1688
DE005353,F.I.P. - S324 (MICO NO. 9 400 030 651),60206
DE005374,MAJOR GASKET KIT S2.17,799
DE005375,MINOR GASKET KIT S2.17,328
DE005379,THERMOSTAT,441
DE005380,HALF ENGINE - S324,82229
DE005381,HALF ENGINE - S217,105879
DE005383,F.I.P. - S4 (MICO NO .9 400 030 607),63571
DE005392,ENGINE LOCK KIT for P3 ENGINES,176
DE005393,RADIATOR ASSEMBLY,31304
DE005411,PUMP_FUEL_INJECTION,47528
DE005428,PRESSURE SENDER UNIT9 0 TO 10 KG/CM.SQ.0,1702
DE005464,MAJOR GASKET  KIT FOR  P3(TA) ENGINE,1028
DE005465,GASKET KIT MINOR P3,770
DE005498,PLUNGER ASSEMBLY,64
DE005501,LUB.OIL FILTER ASSEMBLY-CANISTER TYPE,603
DE005503,MOTOR STARTER(TYPE 3SM 127),35274
DE005507,DUEL FUEL FILTER ELEMENT (DELPHI NO 9188-024,351
DE005517,ALTERNATOR,9581
DE005520,ALTERNATOR 65 AMPS.,26900
DE005537,ATOMISER ASSEMBLY(NOZZLES)(MICO NO.E 080 0436 00),4106
DE005538,WATER PUMP REPAIR KIT S433 (H.P),1343
DE005545,TURBOCHARGER(KKK MAKE),46403
DE005546,TIMER ASSEMBLY(MICO NO.E 083 166 600),16269
DE005551,ALTERNATOR,18542
DE005561,F.I.P. -(MICO NO.E 046015200),69379
DE005567,ASSY.OIL COOLER,8019
DE005575,ENGINE LOCK KIT S324/S325,129
DE005576,ENGINE LOCK KIT S217,68
